NMID,tEND,tConditi,Country,Gender,RegionGermany,PunchRegionGermany,RegionHungary,PunchRegionHungary,RegionNorway,PunchRegionNorway,RegionDenmark,EducationGermany,EducationHungary,EducationNorway,EducationDenmark,Edu,PoliticsGermany,PoliticsGermanyt,PoliticsHungary,PoliticsHungaryt,PoliticsNorway,PoliticsDenmark,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q11_11,Q11_12,Q11_13,Q11_99999997,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q12_13,Q12_14,Q12_99999997,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q13_11,Q13_12,Q13_13,Q13_14,Q13_15,Q13_16,Q13_99999997,Q14,Q15,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q18_5,Q18_6,Q18_7,Q18_8,Q18_9,Q18_10,Q18_11,Q18_12,Q18_13,Q18_14,Q18_15,Q18_16,Q18_17,Q18_18,Q18_19,Q18_20,Q18_21,Q18_22,Q18_23,Q19,Q20,Q21,Q16a,Q16b,Q16bt,Price,Q22,Q23,Q24,lft,Lftcat,wgrim
299838056,5/3/2020,1,37,1, , , , , , ,2, , , ,3,3, , , , , ,10,1,3,4,3,1,5,7,3,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,5,5,5,4,5,3,4,3,5,3,3,3,2,3,2,2,2,4,3,4,3,4,3,3,4,2, , , , ,2,3,7,50,4,.754402511381174
299838067,5/3/2020,1,31,2, , ,11,4, , , , ,4, , ,2, , ,99999997,0, , ,3,1,4,2,1,99999997,99999997,8,6,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,2,2,2,2,4,4,3,2,2,3,3,3,3,2,2,2,2,3,2,2,2,1,2,2,2,2,3,1,3,2, , , , ,1,1,1,48,4,1.00261132603793
299838075,5/3/2020,1,31,1, , ,15,6, , , , ,3, , ,1, , ,11,0, , ,1,4,4,1,3,3,2,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,5,1,4,3,3,4,2,4,4,4,2,3,2,4,3,5,5,3,2,2,2,99999997,99999997,7,2,1, , , , ,3,1,1,53,4,1.0616535104605
299838077,5/3/2020,1,36,1, , , , ,3,3, , , ,7, ,3, , , , ,8, ,1,2,4,5,1,4,3,3,2,0,1,1,1,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,2,4,2,2,5,4,2,4,4,5,4,2,1,3,4,4,4,4,4,4,5,1,3,1,5,3,3, , , , ,2,2,6,47,4,3.05285065888207
299838080,5/3/2020,1,37,2, , , , , , ,2, , , ,3,3, , , , , ,2,1,2,4,1,3,99999997,1,5,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1,0,0,0,1,2,1,2,4,99999997,99999997,4,99999997,2,2,4,4,99999997,2,3,2,4,2,99999997,2,2,99999997,2,99999997,3,99999997,3,3,2, , , , ,2,2,99999997,28,2,1.10749970723575
299838091,5/3/2020,1,37,1, , , , , , ,1, , , ,2,2, , , , , ,1,2,2,4,2,1,3,1,5,3,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,3,2,1,2,3,4,3,4,2,99999997,4,5,4,5,2,2,2,3,1,99999997,2,1,3,2,2,2,1,7,3,3, , , , ,1,1,2,68,5,.756257054087436
299838093,5/3/2020,1,31,1, , ,19,7, , , , ,5, , ,2, , ,1,0, , ,1,2,2,3,1,4,3,5,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,3,5,5,5,4,1, , , , ,3,4,4,31,2,.824557942893625
299838098,5/3/2020,1,31,2, , ,18,7, , , , ,4, , ,2, , ,12,0, , ,2,2,4,1,2,99999997,2,8,5,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,3,4,4,99999997,99999997,2,3,3,1,2,2,2,1,3,1,1,1,1,3,1,99999997,2,2,3,3,4, , , , ,3,2,2,43,3,.887129048142284
299838113,5/3/2020,1,31,2, , ,15,6, , , , ,6, , ,3, , ,4,0, , ,2,2,1,1,3,3,2,4,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,2,2,3,3,3,3,4,3,2,2,1,3,3,2,3,1,2,1,1,2,1,3,1,2,3,1,5,4,2, , , , ,2,1,4,45,4,.795688862476186
299838118,5/3/2020,1,37,1, , , , , , ,2, , , ,2,2, , , , , ,10,3,2,99999997,3,1,4,3,8,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,99999997,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3, , , , ,1,1,99999997,43,3,.744167467505069
299838122,5/3/2020,1,37,1, , , , , , ,1, , , ,2,2, , , , , ,4,3,2,4,1,3,4,2,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,3,3,3,3,3,2,2,3,3,2,2,3,2,2,2,2,2,2,3,2,2,2,2,4,3,3, , , , ,1,1,99999997,69,5,.855603764511747
299838124,5/3/2020,1,37,2, , , , , , ,3, , , ,2,2, , , , , ,4,5,1,4,1,99999997,99999997,99999997,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1,1,3,99999997,5,2,1,1,1,99999997,5,99999997,1,5,1,5,1,99999997,99999997,2,1,1,1,2,1,7,4,2, , , , ,1,1,99999997,34,2,1.03851703082333
299838131,5/3/2020,1,37,2, , , , , , ,5, , , ,3,3, , , , , ,2,2,2,4,2,1,3,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,5,4,99999997,99999997,99999997,2,99999997,4,4,99999997,2,2,3,3,99999997,99999997,4,2,2,2,99999997,5,99999997,7,3,3, , , , ,1,1,4,60,5,.923893212912924
299838162,5/3/2020,1,37,2, , , , , , ,2, , , ,3,3, , , , , ,3,1,2,4,2,3,2,1,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1,5,5,5,3,99999997,2,4,4,5,5,3,99999997,4,5,3,4,2,3,5,3,5,99999997,4,1,5,1, , , , ,2,1,5,36,3,.387796828982096
299838170,5/3/2020,1,36,2, , , , ,4,6, , , ,7, ,3, , , , ,4, ,1,2,2,2,1,3,1,8,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,1,1,3,4,99999997,4,99999997,1,99999997,4,4,4,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,3,3,4,3,3,3, , , , ,1,1,99999997,39,3,.695226658280518
299838173,5/3/2020,1,37,1, , , , , , ,4, , , ,2,2, , , , , ,7,1,3,4,3,3,6,7,2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,1,1,2,4,4,99999997,5,3,3,3,1,4,2,2,2,1,3,3,3,3,3,3,3,2,2,1,2,2,3, , , , ,2,1,8,61,5,1.34422758811571
299838181,5/3/2020,1,36,2, , , , ,12,2, , , ,2, ,1, , , , ,1, ,1,2,1,5,3,4,2,3,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,4,1,1,2,4,4,4,4,4,3,4,5,4,4,2,2,3,4,4,4,4,3,4,4,3,2,2,4,2,2, , , , ,2,1,4,22,1,.342312646428936
299838187,5/3/2020,1,37,1, , , , , , ,2, , , ,2,2, , , , , ,4,1,2,4,2,3,5,7,5,3,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,2,4,4,3,5,4,3,2,3,4,4,2,3,4,5,2,2,4,3,4,2,3,2,2,3,3,2, , , , ,2,3,5,34,2,.92923931663937
299838210,5/3/2020,1,37,1, , , , , , ,1, , , ,1,1, , , , , ,10,1,2,99999997,1,1,3,1,5,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,1,1,99999997,3,3,3,3,3,3,3,3,3,3,3,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,3,3,3,3,3,3, , , , ,2,1,6,28,2,1.17872493427143
299838212,5/3/2020,1,37,2, , , , , , ,2, , , ,3,3, , , , , ,8,2,2,4,3,1,5,3,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,5,1,1,1,1,3,2,1,1,1,3,3,99999997,4,3,99999997,2,1,99999997,3,99999997,99999997,99999997,5,1,1, , , , ,1,2,5,52,4,1.6094763075492
299838214,5/3/2020,1,36,1, , , , ,14,4, , , ,3, ,2, , , , ,8, ,5,2,4,5,3,4,4,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,4,1,1,2,3,4,4,4,3,2,4,4,4,4,4,4,2,3,2,2,2,2,3,2,2,2,2,2,3,3, , , , ,2,4,6,34,2,1.38410959434897
299838217,5/3/2020,1,37,2, , , , , , ,3, , , ,1,1, , , , , ,10,99999997,1,99999997,99999997,99999997,1,1,99999997,99999997,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99999997,2,3,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,8,3,3, , , , ,2,1,99999997,46,4,1.20271910344178
299838218,5/3/2020,1,31,1, , ,17,6, , , , ,3, , ,1, , ,13,0, , ,4,2,2,3,2,2,1,8,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,3,4,4,4,3,99999997,3,3,4,4,3,4,4,4,4,3,99999997,3,2,3,2,2,99999997,3,6,3,3, , , , ,2,1,2,46,4,2.14627114131126
299838241,5/3/2020,1,36,1, , , , ,1,2, , , ,5, ,3, , , , ,5, ,1,3,2,5,1,6,7,4,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,2,5,5,5,5,5,2,5,4,5,4,4,4,2,2,4,3,5,4,5,4,3,2,2,3,4,2, , , , ,2,3,5,44,3,.440127743098722
299838246,5/3/2020,1,31,2, , ,11,4, , , , ,6, , ,3, , ,1,0, , ,1,4,4,3,1,8,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2,1,1,5,5,4,3,3,3,2,5,5,99999997,5,5,4,4,5,3,3,2,2,2,3,99999997,99999997,1,4,2, , , , ,3,2,8,44,3,.647704662028751
299838265,5/3/2020,1,31,2, , ,11,4, , , , ,9, , ,3, , ,11,0, , ,1,3,4,5,1,5,7,5,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,2,2,4,4,4,2,2,2,2,4,4,3,2,3,2,3,2,2,2,2,4,1,4,1,1,2,3,2, , , , ,2,3,5,34,2,.816866339152109
299838268,5/3/2020,1,37,2, , , , , , ,1, , , ,2,2, , , , , ,99999997,1,3,99999997,1,3,4,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,99999997,2,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,7,3,3, , , , ,2,3,99999997,42,3,.402068806473101
299838271,5/3/2020,1,37,1, , , , , , ,3, , , ,3,3, , , , , ,4,1,2,4,3,1,5,6,8,5,1,1,0,1,1,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,3,2,2,2,4,4,4,3,2,4,2,4,4,3,4,4,4,4,4,3,4,4,2,4,5,4,4,1,2,2, , , , ,1,2,3,44,3,.872896628161516
299838273,5/3/2020,1,37,2, , , , , , ,2, , , ,2,2, , , , , ,99999997,99999997,2,4,1,1,6,7,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,3,2,99999997,4,99999997,99999997,99999997,99999997,99999997,99999997,99999997,2,99999997,99999997,2,99999997,2,99999997,2,99999997,99999997,99999997,99999997,2,99999997,99999997,99999997,3,3,3, , , , ,2,1,3,55,5,.37174672505794
299838275,5/3/2020,1,37,1, , , , , , ,4, , , ,3,3, , , , , ,5,3,1,4,99999997,1,99999997,99999997,8,99999997,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,3,1,3,2,1,3,3,3,3,1,1,2,3,2,1,1,2,2,1,2,1,3,3,3,1,2,1,4,3,4, , , , ,1,1,99999997,63,5,1.51333421191076
299838279,5/3/2020,1,31,1, , ,3,1, , , , ,4, , ,2, , ,13,0, , ,3,1,4,1,3,99999997,99999997,8,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,3,4,1,2,2,3,2,2,2,2,3,2,3,3,3,3,3,3,3,2,2,3,3,3,3,2,3,3, , , , ,3,4,1,20,1,2.15134039341258
299838284,5/3/2020,1,31,1, , ,3,1, , , , ,4, , ,2, , ,13,0, , ,1,2,4,1,1,3,4,5,3,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,2,1,1,5,5,5,1,2,3,3,4,5,5,3,3,99999997,4,99999997,99999997,4,99999997,99999997,1,99999997,99999997,99999997,6,3,2, , , , ,3,2,1,30,2,2.32540535609053
299838295,5/3/2020,1,31,2, , ,7,3, , , , ,3, , ,1, , ,9,0, , ,99999997,2,4,3,3,4,3,3,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,2,2,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,3,99999997,99999997,99999997,99999997,99999997,99999997,99999997,3,99999997,99999997,2,3,3, , , , ,3,1,99999997,59,5,.827236390562814
299838302,5/3/2020,1,31,2, , ,19,7, , , , ,4, , ,2, , ,13,0, , ,5,1,4,1,1,1,99999997,8,99999997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,99999997,2,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,8,3,3, , , , ,1,1,2,63,5,2.14441064859356
299838308,5/3/2020,1,31,2, , ,10,4, , , , ,3, , ,1, , ,13,0, , ,1,2,4,2,3,3,2,8,6,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,4,4,3,1,99999997,99999997,1,5,4,99999997,1,1,2,4,99999997,99999997,99999997,99999997,1,1,99999997,99999997,1,1,3,3, , , , ,2,1,1,50,4,2.09997137961743
299838311,5/3/2020,1,31,1, , ,6,2, , , , ,4, , ,2, , ,1,0, , ,2,2,4,2,3,5,2,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,2,2,1,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,5,4,4,3,4,7,3,1, , , , ,1,3,2,43,3,.752145730328113
299838315,5/3/2020,1,37,1, , , , , , ,3, , , ,1,1, , , , , ,99999997,99999997,1,4,1,1,99999997,99999997,99999997,99999997,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99999997,2,99999997,99999997,99999997,2,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,4,3,3, , , , ,1,1,1,31,2,.615114698760224
299838379,5/3/2020,1,36,1, , , , ,6,4, , , ,4, ,2, , , , ,99999997, ,5,2,2,3,1,4,2,2,99999997,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,1,5,2,4,3,3,2,4,3,5,4,3,2,4,3,2,5,1,2,3,2,5,3,1,1, , , , ,1,3,1,19,1,.350684416532683
299838391,5/3/2020,1,36,2, , , , ,11,1, , , ,3, ,2, , , , ,2, ,1,1,4,2,1,1,1,8,3,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,3,1,1,1,5,4,99999997,4,99999997,2,99999997,5,5,5,2,2,3,5,99999997,99999997,99999997,99999997,4,99999997,99999997,99999997,2,3,4,2, , , , ,2,1,1,27,2,.751990071429711
299838402,5/3/2020,1,31,1, , ,4,2, , , , ,2, , ,1, , ,12,0, , ,4,2,4,1,3,2,1,8,1,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,2,3,3,99999997,3,3,2,2,2,2,3,3,2,1,5,3,3,3,3,3,3,3,3,3,4,1,3, , , , ,2,2,1,18,1,1.08684057338469
299838411,5/3/2020,1,36,1, , , , ,11,1, , , ,3, ,2, , , , ,2, ,5,2,4,5,1,3,1,6,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,5,1,2,2,4,4,3,4,2,1,4,4,4,3,2,1,1,2,1,1,1,1,3,2,3,1,2,3,3,3, , , , ,3,1,4,57,5,.552872029900404
299838426,5/3/2020,1,37,1, , , , , , ,5, , , ,2,2, , , , , ,2,2,1,4,1,1,99999997,99999997,8,99999997,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,2,1,1,5,5,5,5,4,4,4,5,5,4,5,5,5,5,5,5,5,5,5,2,4,4,4,5,5,3, , , , ,1,1,1,20,1,1.00700721872634
299838434,5/3/2020,1,37,2, , , , , , ,5, , , ,1,1, , , , , ,11,99999997,2,4,99999997,1,2,3,5,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,3,2,1,2,3,5,3,5,4,3,3,2,3,99999997,3,3,3,3,3,3,99999997,1,3,2,99999997,99999997,99999997,3,3,3, , , , ,1,1,1,46,4,.627635996742559
299838460,5/3/2020,1,31,2, , ,2,1, , , , ,7, , ,3, , ,11,0, , ,2,2,4,99999997,3,99999997,7,4,1,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,3,2,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,99999997,1,3,3, , , , ,2,1,3,63,5,1.05571066131542
299838464,5/3/2020,1,37,1, , , , , , ,1, , , ,1,1, , , , , ,2,2,3,4,99999997,3,4,6,4,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,2,1,1,99999997,99999997,3,2,99999997,3,99999997,3,99999997,99999997,3,3,3,99999997,99999997,99999997,99999997,2,99999997,1,99999997,99999997,3,4,3,2, , , , ,2,3,99999997,51,4,1.62250781208133
299838467,5/3/2020,1,37,1, , , , , , ,1, , , ,2,2, , , , , ,5,1,3,1,1,1,4,6,5,3,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,2,1,1,5,5,99999997,3,3,2,2,5,5,5,2,3,4,4,3,3,2,2,99999997,1,3,99999997,4,5,3,3, , , , ,3,2,7,46,4,1.74439890880182
299838477,5/3/2020,1,36,1, , , , ,15,5, , , ,4, ,2, , , , ,10, ,1,2,99999997,5,3,4,1,8,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,2,1,1,5,5,5,5,5,2,4,3,5,5,3,2,5,5,3,2,5,2,5,5,3,3,99999997,7,2,2, , , , ,2,1,3,64,5,.216576896221522
299838482,5/3/2020,1,31,2, , ,1,1, , , , ,5, , ,2, , ,11,0, , ,1,2,4,99999997,3,99999997,1,8,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,99999997,99999997,99999997,99999997,99999997,2,2,2,2,3,3,2,3,3,3,99999997,99999997,99999997,99999997,99999997,2,2,3,2,2,3,3,3, , , , ,2,2,4,41,3,.941459140148427
299838486,5/3/2020,1,37,2, , , , , , ,2, , , ,2,2, , , , , ,5,1,2,4,2,3,6,6,3,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1,2,2,1,3,99999997,99999997,4,99999997,3,99999997,4,99999997,99999997,99999997,2,3,4,2,2,99999997,99999997,99999997,99999997,99999997,99999997,2,3,4,2, , , , ,2,1,3,61,5,1.5887299047734
299838490,5/3/2020,1,37,2, , , , , , ,1, , , ,2,2, , , , , ,4,2,2,4,1,2,4,3,3,99999997,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,3,2,3,2,4,3,3,1,4,2,1,1,1,2,3,3,2,3,2,3,3,4,2,2,3,6,2,3, , , , ,2,1,2,28,2,1.03851703082333
299838499,5/3/2020,1,31,1, , ,5,2, , , , ,3, , ,1, , ,9,0, , ,4,1,4,1,1,3,1,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,8,3,3, , , , ,1,1,1,55,5,.801659989087903
299838504,5/3/2020,1,31,1, , ,5,2, , , , ,4, , ,2, , ,1,0, , ,1,2,4,2,3,6,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,99999997,2,3,3, , , , ,2,3,99999997,22,1,.798042154872389
299838510,5/3/2020,1,36,2, , , , ,3,3, , , ,1, ,1, , , , ,8, ,2,4,4,1,3,1,1,4,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,5,1,99999997,99999997,3,3,3,3,3,3,4,4,4,3,3,2,2,2,2,2,2,2,3,2,3,2,2,3,3,3, , , , ,3,1,4,61,5,2.36307520632762
